Date,Exam series,Board,Qualification,Examination code,Category,base_subject,Subject,Title,Time,Duration,Tier,Level
03/06/2025,Jun-25,Pearson,GCSE,1RU0 1H,Modern Languages,Russian,Russian,Paper 1: Listening and understanding in Russian,AM,45m,H,2
03/06/2025,Jun-25,Pearson,GCSE,1RU0 3F,Modern Languages,Russian,Russian,Paper 3: Reading and understanding in Russian,AM,50m,F,2
03/06/2025,Jun-25,Pearson,GCSE,1RU0 3H,Modern Languages,Russian,Russian,Paper 3: Reading and understanding in Russian,AM,1h 05m,H,2
12/06/2025,Jun-25,Pearson,GCSE,1RU0 4F,Modern Languages,Russian,Russian,Paper 4: Writing in Russian,PM,1h 20m,F,2
12/06/2025,Jun-25,Pearson,GCSE,1RU0 4H,Modern Languages,Russian,Russian,Paper 4: Writing in Russian,PM,1h 25m,H,2
19/05/2025,Jun-25,AQA,GCSE,8698/SF,Modern Languages,Spanish,Spanish,Speaking test,,,F,2
19/05/2025,Jun-25,AQA,GCSE,8698/SH,Modern Languages,Spanish,Spanish,Speaking test,,,H,2
10/06/2025,Jun-25,Eduqas,GCSE,C810U20,Modern Languages,Spanish,Spanish,Component 2 (Listening),AM,35m,F,2
10/06/2025,Jun-25,Eduqas,GCSE,C810UB0,Modern Languages,Spanish,Spanish,Component 2 (Listening),AM,45m,H,2
10/06/2025,Jun-25,Eduqas,GCSE,C810U30,Modern Languages,Spanish,Spanish,Component 2 (Listening),AM,1h,F,2
10/06/2025,Jun-25,Eduqas,GCSE,C810UC0,Modern Languages,Spanish,Spanish,Component 2 (Listening),AM,1h 15m,H,2
10/06/2025,Jun-25,Pearson,GCSE,1SP0 1F,Modern Languages,Spanish,Spanish,Paper 1: Listening and understanding in Spanish,AM,35m,F,2
10/06/2025,Jun-25,Pearson,GCSE,1SP0 1H,Modern Languages,Spanish,Spanish,Paper 1: Listening and understanding in Spanish,AM,45m,H,2
10/06/2025,Jun-25,Pearson,GCSE,1SP0 3F,Modern Languages,Spanish,Spanish,Paper 3: Reading and understanding in Spanish,AM,45m,F,2
10/06/2025,Jun-25,Pearson,GCSE,1SP0 3H,Modern Languages,Spanish,Spanish,Paper 3: Reading and understanding in Spanish,AM,1h 00m,H,2
10/06/2025,Jun-25,AQA,GCSE,8698/LF,Modern Languages,Spanish,Spanish,Listening,AM,35m,F,2
10/06/2025,Jun-25,AQA,GCSE,8698/LH,Modern Languages,Spanish,Spanish,Listening,AM,45m,H,2
10/06/2025,Jun-25,AQA,GCSE,8698/RF,Modern Languages,Spanish,Spanish,Reading,AM,45m,F,2
10/06/2025,Jun-25,AQA,GCSE,8698/RH,Modern Languages,Spanish,Spanish,Reading,AM,1h,H,2
17/06/2025,Jun-25,Eduqas,GCSE,C810U40,Modern Languages,Spanish,Spanish,Component 4 (Writing),AM,1h 15m,F,2
17/06/2025,Jun-25,Eduqas,GCSE,C810UD0,Modern Languages,Spanish,Spanish,Component 4 (Writing),AM,1h 30m,H,2
17/06/2025,Jun-25,Pearson,GCSE,1SP0 4F,Modern Languages,Spanish,Spanish,Paper 4: Writing in Spanish,AM,1h 15m,F,2
17/06/2025,Jun-25,Pearson,GCSE,1SP0 4H,Modern Languages,Spanish,Spanish,Paper 4: Writing in Spanish,AM,1h 20m,H,2
17/06/2025,Jun-25,AQA,GCSE,8698/WF,Modern Languages,Spanish,Spanish,Writing,AM,1h,F,2
17/06/2025,Jun-25,AQA,GCSE,8698/WH,Modern Languages,Spanish,Spanish,Writing,AM,1h 15m,H,2
08/05/2025,Jun-25,Pearson,GCSE,1TU0 1F,Modern Languages,Turkish,Turkish,Paper 1: Listening and understanding in Turkish,AM,35m,F,2
08/05/2025,Jun-25,Pearson,GCSE,1TU0 1H,Modern Languages,Turkish,Turkish,Paper 1: Listening and understanding in Turkish,AM,45m,H,2
08/05/2025,Jun-25,Pearson,GCSE,1TU0 3F,Modern Languages,Turkish,Turkish,Paper 3: Reading and understanding in Turkish,AM,50m,F,2
08/05/2025,Jun-25,Pearson,GCSE,1TU0 3H,Modern Languages,Turkish,Turkish,Paper 3: Reading and understanding in Turkish,AM,1h 05m,H,2
22/05/2025,Jun-25,Pearson,GCSE,1TU0 4F,Modern Languages,Turkish,Turkish,Paper 4: Writing in Turkish,PM,1h 20m,F,2
22/05/2025,Jun-25,Pearson,GCSE,1TU0 4H,Modern Languages,Turkish,Turkish,Paper 4: Writing in Turkish,PM,1h 25m,H,2
19/05/2025,Jun-25,Pearson,GCSE,1UR0 1F,Modern Languages,Urdu,Urdu,Paper 1: Listening and understanding in Urdu,PM,35m,F,2
19/05/2025,Jun-25,Pearson,GCSE,1UR0 1H,Modern Languages,Urdu,Urdu,Paper 1: Listening and understanding in Urdu,PM,45m,H,2
19/05/2025,Jun-25,Pearson,GCSE,1UR0 3F,Modern Languages,Urdu,Urdu,Paper 3: Reading and understanding in Urdu,PM,50m,F,2
19/05/2025,Jun-25,Pearson,GCSE,1UR0 3H,Modern Languages,Urdu,Urdu,Paper 3: Reading and understanding in Urdu,PM,1h 05m,H,2
19/05/2025,Jun-25,AQA,GCSE,8648/LF,Modern Languages,Urdu,Urdu,Listening,PM,35m,F,2
19/05/2025,Jun-25,AQA,GCSE,8648/LH,Modern Languages,Urdu,Urdu,Listening,PM,45m,H,2
19/05/2025,Jun-25,AQA,GCSE,8648/RF,Modern Languages,Urdu,Urdu,Reading,PM,45m,F,2
19/05/2025,Jun-25,AQA,GCSE,8648/RH,Modern Languages,Urdu,Urdu,Reading,PM,1h,H,2
19/05/2025,Jun-25,AQA,GCSE,8648/SF,Modern Languages,Urdu,Urdu,Speaking test,,,F,2
19/05/2025,Jun-25,AQA,GCSE,8648/SH,Modern Languages,Urdu,Urdu,Speaking test,,,H,2
02/06/2025,Jun-25,Pearson,GCSE,1UR0 4F,Modern Languages,Urdu,Urdu,Paper 4: Writing in Urdu,AM,1h 20m,F,2
02/06/2025,Jun-25,Pearson,GCSE,1UR0 4H,Modern Languages,Urdu,Urdu,Paper 4: Writing in Urdu,AM,1h 25m,H,2
02/06/2025,Jun-25,AQA,GCSE,8648/WF,Modern Languages,Urdu,Urdu,Writing,AM,1h,F,2
02/06/2025,Jun-25,AQA,GCSE,8648/WH,Modern Languages,Urdu,Urdu,Writing,AM,1h 15m,H,2
09/05/2025,Jun-25,Pearson,GCSE,1BS0 01,Other,Business,Business,Paper 1: Investigating Small Business,PM,1h 45m,,2
09/05/2025,Jun-25,AQA,GCSE,8132/1,Other,Business,Business,Paper 1: Influences of operations and HRM on business activity,PM,1h 45m,,2
09/05/2025,Jun-25,OCR,GCSE,J204/01,Other,Business,Business,"Business 1: business activity, marketing and people",PM,1h 30m,,2
16/05/2025,Jun-25,Pearson,GCSE,1BS0 02,Other,Business,Business,Paper 2: Building a Business,PM,1h 45m,,2
16/05/2025,Jun-25,AQA,GCSE,8132/2,Other,Business,Business,Paper 2: Influences of marketing and finance on business activity,PM,1h 45m,,2
16/05/2025,Jun-25,OCR,GCSE,J204/02,Other,Business,Business,"Business 2: operations, finance and influences on business",PM,1h 30m,,2
16/05/2025,Jun-25,Eduqas,GCSE,C510U10,Other,Business,Business,Component 1,PM,2h,,2
23/05/2025,Jun-25,Eduqas,GCSE,C510U20,Other,Business,Business,Component 2,PM,1h 30m,,2
20/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R057/01,Other,Child Development,Child Development,Health and well-being for child development:Written Paper,PM,1h 15m,,2
21/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R067/01,Other,Enterprise and Marketing,Enterprise and Marketing,Enterprise and marketing concepts:Written Paper,PM,1h 15m,,2
04/06/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R032/01,Other,Health and Social Care,Health and Social Care,Principles of care in health and social care settings:Written Paper,PM,1h 15m,,2
19/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R050/01,Other,IT,IT,IT in the digital world:Written Paper,PM,1h 30m,,2
19/05/2025,Jun-25,Pearson,GCSE,1PE0 01,Other,Physical Education,Physical Education,Component 1: Fitness and Body Systems,PM,1h 30m,,2
19/05/2025,Jun-25,AQA,GCSE,8582/1,Other,Physical Education,Physical Education,The human body and movement in physcial activity and sport,PM,1h 15m,,2
19/05/2025,Jun-25,OCR,GCSE,J587/01,Other,Physical Education,Physical Education,Physical factors affecting performance,PM,1h 00m,,2
21/05/2025,Jun-25,Eduqas,GCSE,C550U10,Other,Physical Education,Physical Education (Full Course),Component 1,PM,2h,,2
21/05/2025,Jun-25,Eduqas,GCSE,C555U10,Other,Physical Education,Physical Education (Short Course),Component 1,PM,1h,,2
31/05/2025,Jun-25,AQA,GCSE,8582/C,Other,Physical Education,Physical Education,Non-exam assessment: Practical performance in physical activity and sport,,,,2
09/06/2025,Jun-25,Pearson,GCSE,1PE0 02,Other,Physical Education,Physical Education,Component 2: Health and Performance,PM,1h 15m,,2
09/06/2025,Jun-25,AQA,GCSE,8582/2,Other,Physical Education,Physical Education,Socio-cultural influences and well-being in physical activity and sport,PM,1h 15m,,2
09/06/2025,Jun-25,OCR,GCSE,J587/02,Other,Physical Education,Physical Education,Socio-cultural issues and sports psychology,PM,1h 00m,,2
14/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R184/01,Other,Sport Science,Sport Studies,Contemporary issues in Sport:Written Paper,PM,1h 15m,,2
22/05/2025,Jun-25,OCR,CAMBRIDGE NATIONAL,R180/01,Other,Sport Science,Sport Science,Reducing the risk of sport injuries and dealing with common medical conditions: Written Paper,PM,1h 15m,,2
12/05/2025,Jun-25,Pearson,GCSE,1CP2 01,Science,Computer Science,Computer Science,Paper 1: Principles of Computer Science,PM,1h 30m,,2
12/05/2025,Jun-25,AQA,GCSE,8525/1A-C,Science,Computer Science,Computer Science,Computational thinking and programming skills,PM,2h,,2
12/05/2025,Jun-25,OCR,GCSE,J277/01,Science,Computer Science,Computer Science,Computer Systems,PM,1h 30m,,2
12/05/2025,Jun-25,Eduqas,GCSE,C500U10,Science,Computer Science,Computer Science,Component 1,PM,1h 45m,,2
20/05/2025,Jun-25,Pearson,GCSE,1CP2 02,Science,Computer Science,Computer Science,Paper 2: Application of Computational Thinking (Onscreen using an Integrated Development Environment (IDE) of choice),PM,2h 00m,,2
20/05/2025,Jun-25,AQA,GCSE,8525/2,Science,Computer Science,Computer Science,Computing concepts,PM,1h 45m,,2
20/05/2025,Jun-25,OCR,GCSE,J277/02,Science,Computer Science,Computer Science,"Computational thinking, algorithms and programming",PM,1h 30m,,2
20/05/2025,Jun-25,Eduqas,GCSE,C500U20,Science,Computer Science,Computer Science,Component 2 (On screen),PM,2h,,2
09/05/2025,Jun-25,Eduqas,GCSE,C480UB0,Science,Geology,Geology,Component 1 (On Screen),PM,1h 15m,,2
19/05/2025,Jun-25,Eduqas,GCSE,C480U20,Science,Geology,Geology,Component 2,PM,1h 30m,,2
02/06/2025,Jun-25,Pearson,GCSE,1AS0 01,Science,Astronomy,Astronomy,Paper 1: Naked-eye Astronomy,PM,1h 45m,,2
12/06/2025,Jun-25,Pearson,GCSE,1AS0 02,Science,Astronomy,Astronomy,Paper 2: Telescopic Astronomy,PM,1h 45m,,2
13/05/2025,Jun-25,Pearson,GCSE,1BI0 1F,Science,Biology,Biology,Paper 1,PM,1h 45m,F,2
13/05/2025,Jun-25,Pearson,GCSE,1BI0 1H,Science,Biology,Biology,Paper 1,PM,1h 45m,H,2
13/05/2025,Jun-25,AQA,GCSE,8461/1F,Science,Biology,Biology,Paper 1,PM,1h 45m,F,2
13/05/2025,Jun-25,AQA,GCSE,8461/1H,Science,Biology,Biology,Paper 1,PM,1h 45m,H,2
13/05/2025,Jun-25,OCR,GCSE,J247/01,Science,Biology,Biology A (Gateway Science),Paper 1,PM,1h 45m,F,2
13/05/2025,Jun-25,OCR,GCSE,J247/03,Science,Biology,Biology A (Gateway Science),Paper 3,PM,1h 45m,H,2
13/05/2025,Jun-25,OCR,GCSE,J257/01,Science,Biology,Biology B (Twenty First Century Science),Breadth in Biology,PM,1h 45m,F,2
13/05/2025,Jun-25,OCR,GCSE,J257/03,Science,Biology,Biology B (Twenty First Century Science),Breadth in Biology,PM,1h 45m,H,2
09/06/2025,Jun-25,Pearson,GCSE,1BI0 2F,Science,Biology,Biology,Paper 2,AM,1h 45m,F,2
09/06/2025,Jun-25,Pearson,GCSE,1BI0 2H,Science,Biology,Biology,Paper 2,AM,1h 45m,H,2
09/06/2025,Jun-25,AQA,GCSE,8461/2F,Science,Biology,Biology,Paper 2,AM,1h 45m,F,2
09/06/2025,Jun-25,AQA,GCSE,8461/2H,Science,Biology,Biology,Paper 2,AM,1h 45m,H,2
09/06/2025,Jun-25,OCR,GCSE,J247/02,Science,Biology,Biology A (Gateway Science),Paper 2,AM,1h 45m,F,2
09/06/2025,Jun-25,OCR,GCSE,J247/04,Science,Biology,Biology A (Gateway Science),Paper 4,AM,1h 45m,H,2
09/06/2025,Jun-25,OCR,GCSE,J257/02,Science,Biology,Biology B (Twenty First Century Science),Depth in Biology,AM,1h 45m,F,2
09/06/2025,Jun-25,OCR,GCSE,J257/04,Science,Biology,Biology B (Twenty First Century Science),Depth in Biology,AM,1h 45m,H,2
19/05/2025,Jun-25,Pearson,GCSE,1CH0 1F,Science,Chemistry,Chemistry,Paper 1,AM,1h 45m,F,2
19/05/2025,Jun-25,Pearson,GCSE,1CH0 1H,Science,Chemistry,Chemistry,Paper 1,AM,1h 45m,H,2
19/05/2025,Jun-25,AQA,GCSE,8462/1F,Science,Chemistry,Chemistry,Paper 1,AM,1h 45m,F,2
19/05/2025,Jun-25,AQA,GCSE,8462/1H,Science,Chemistry,Chemistry,Paper 1,AM,1h 45m,H,2
19/05/2025,Jun-25,OCR,GCSE,J248/01,Science,Chemistry,Chemistry A (Gateway Science),Paper 1,AM,1h 45m,F,2
19/05/2025,Jun-25,OCR,GCSE,J248/03,Science,Chemistry,Chemistry A (Gateway Science),Paper 3,AM,1h 45m,H,2
19/05/2025,Jun-25,OCR,GCSE,J258/01,Science,Chemistry,Chemistry B (Twenty First Century Science),Breadth in Chemistry,AM,1h 45m,F,2
19/05/2025,Jun-25,OCR,GCSE,J258/03,Science,Chemistry,Chemistry B (Twenty First Century Science),Breadth in Chemistry,AM,1h 45m,H,2
13/06/2025,Jun-25,Pearson,GCSE,1CH0 2F,Science,Chemistry,Chemistry,Paper 2,AM,1h 45m,F,2
13/06/2025,Jun-25,Pearson,GCSE,1CH0 2H,Science,Chemistry,Chemistry,Paper 2,AM,1h 45m,H,2
13/06/2025,Jun-25,AQA,GCSE,8462/2F,Science,Chemistry,Chemistry,Paper 2,AM,1h 45m,F,2
13/06/2025,Jun-25,AQA,GCSE,8462/2H,Science,Chemistry,Chemistry,Paper 2,AM,1h 45m,H,2
13/06/2025,Jun-25,OCR,GCSE,J248/02,Science,Chemistry,Chemistry A (Gateway Science),Paper 2,AM,1h 45m,F,2
13/06/2025,Jun-25,OCR,GCSE,J248/04,Science,Chemistry,Chemistry A (Gateway Science),Paper 4,AM,1h 45m,H,2
13/06/2025,Jun-25,OCR,GCSE,J258/02,Science,Chemistry,Chemistry B (Twenty First Century Science),Depth in Chemistry,AM,1h 45m,F,2
13/06/2025,Jun-25,OCR,GCSE,J258/04,Science,Chemistry,Chemistry B (Twenty First Century Science),Depth in Chemistry,AM,1h 45m,H,2
13/05/2025,Jun-25,Pearson,GCSE,1SC0 1BF,Science,Combined Science,Combined Science,Paper 1: Biology 1,PM,1h 10m,F,2
13/05/2025,Jun-25,Pearson,GCSE,1SC0 1BH,Science,Combined Science,Combined Science,Paper 1: Biology 1,PM,1h 10m,H,2
13/05/2025,Jun-25,OCR,GCSE,J250/01,Science,Combined Science,Combined Science A (Gateway Science),Paper 1,PM,1h 10m,F,2
13/05/2025,Jun-25,OCR,GCSE,J250/07,Science,Combined Science,Combined Science A (Gateway Science),Paper 7,PM,1h 10m,H,2
13/05/2025,Jun-25,OCR,GCSE,J260/01,Science,Combined Science,Combined Science B (Twenty First Century Science),Biology,PM,1h 45m,F,2
13/05/2025,Jun-25,OCR,GCSE,J260/05,Science,Combined Science,Combined Science B (Twenty First Century Science),Biology,PM,1h 45m,H,2
13/05/2025,Jun-25,AQA,GCSE,8465/1F,Science,Combined Science,Combined Science: Synergy,Life and environmental sciences,PM,1h 45m,F,2
13/05/2025,Jun-25,AQA,GCSE,8465/1H,Science,Combined Science,Combined Science: Synergy,Life and environmental sciences,PM,1h 45m,H,2
13/05/2025,Jun-25,AQA,GCSE,8464/B/1F,Science,Combined Science,Combined Science: Trilogy,Paper 1: Biology,PM,1h 15m,F,2
13/05/2025,Jun-25,AQA,GCSE,8464/B/1H,Science,Combined Science,Combined Science: Trilogy,Paper 1: Biology,PM,1h 15m,H,2
19/05/2025,Jun-25,Pearson,GCSE,1SC0 1CF,Science,Combined Science,Combined Science,Paper 2: Chemistry 1,AM,1h 10m,F,2
19/05/2025,Jun-25,Pearson,GCSE,1SC0 1CH,Science,Combined Science,Combined Science,Paper 2: Chemistry 1,AM,1h 10m,H,2
19/05/2025,Jun-25,OCR,GCSE,J250/03,Science,Combined Science,Combined Science A (Gateway Science),Paper 3,AM,1h 10m,F,2
19/05/2025,Jun-25,OCR,GCSE,J250/09,Science,Combined Science,Combined Science A (Gateway Science),Paper 9,AM,1h 10m,H,2
19/05/2025,Jun-25,OCR,GCSE,J260/02,Science,Combined Science,Combined Science B (Twenty First Century Science),Chemistry,AM,1h 45m,F,2
19/05/2025,Jun-25,OCR,GCSE,J260/06,Science,Combined Science,Combined Science B (Twenty First Century Science),Chemistry,AM,1h 45m,H,2
19/05/2025,Jun-25,AQA,GCSE,8464/C/1F,Science,Combined Science,Combined Science: Trilogy,Paper 1: Chemistry,AM,1h 15m,F,2
19/05/2025,Jun-25,AQA,GCSE,8464/C/1H,Science,Combined Science,Combined Science: Trilogy,Paper 1: Chemistry,AM,1h 15m,H,2
22/05/2025,Jun-25,Pearson,GCSE,1SC0 1PF,Science,Combined Science,Combined Science,Paper 3: Physics 1,AM,1h 10m,F,2
22/05/2025,Jun-25,Pearson,GCSE,1SC0 1PH,Science,Combined Science,Combined Science,Paper 3: Physics 1,AM,1h 10m,H,2
22/05/2025,Jun-25,OCR,GCSE,J250/05,Science,Combined Science,Combined Science A (Gateway Science),Paper 5,AM,1h 10m,F,2
22/05/2025,Jun-25,OCR,GCSE,J250/11,Science,Combined Science,Combined Science A (Gateway Science),Paper 11,AM,1h 10m,H,2
22/05/2025,Jun-25,OCR,GCSE,J260/03,Science,Combined Science,Combined Science B (Twenty First Century Science),Physics,AM,1h 45m,F,2
22/05/2025,Jun-25,OCR,GCSE,J260/07,Science,Combined Science,Combined Science B (Twenty First Century Science),Physics,AM,1h 45m,H,2
22/05/2025,Jun-25,AQA,GCSE,8465/2F,Science,Combined Science,Combined Science: Synergy,Life and environmental sciences,AM,1h 45m,F,2
22/05/2025,Jun-25,AQA,GCSE,8465/2H,Science,Combined Science,Combined Science: Synergy,Life and environmental sciences,AM,1h 45m,H,2
22/05/2025,Jun-25,AQA,GCSE,8464/P/1F,Science,Combined Science,Combined Science: Trilogy,Paper 1: Physics,AM,1h 15m,F,2
22/05/2025,Jun-25,AQA,GCSE,8464/P/1H,Science,Combined Science,Combined Science: Trilogy,Paper 1: Physics,AM,1h 15m,H,2
09/06/2025,Jun-25,Pearson,GCSE,1SC0 2BF,Science,Combined Science,Combined Science,Paper 4: Biology 2,AM,1h 10m,F,2
09/06/2025,Jun-25,Pearson,GCSE,1SC0 2BH,Science,Combined Science,Combined Science,Paper 4: Biology 2,AM,1h 10m,H,2
09/06/2025,Jun-25,OCR,GCSE,J250/02,Science,Combined Science,Combined Science A (Gateway Science),Paper 2,AM,1h 10m,F,2
09/06/2025,Jun-25,OCR,GCSE,J250/08,Science,Combined Science,Combined Science A (Gateway Science),Paper 8,AM,1h 10m,H,2
09/06/2025,Jun-25,OCR,GCSE,J260/04,Science,Combined Science,Combined Science B (Twenty First Century Science),Combined Science,AM,1h 45m,F,2
09/06/2025,Jun-25,OCR,GCSE,J260/08,Science,Combined Science,Combined Science B (Twenty First Century Science),Combined Science,AM,1h 45m,H,2
09/06/2025,Jun-25,AQA,GCSE,8465/3F,Science,Combined Science,Combined Science: Synergy,Physical sciences,AM,1h 45m,F,2
09/06/2025,Jun-25,AQA,GCSE,8465/3H,Science,Combined Science,Combined Science: Synergy,Physical sciences,AM,1h 45m,H,2
09/06/2025,Jun-25,AQA,GCSE,8464/B/2F,Science,Combined Science,Combined Science: Trilogy,Paper 2: Biology,AM,1h 15m,F,2
09/06/2025,Jun-25,AQA,GCSE,8464/B/2H,Science,Combined Science,Combined Science: Trilogy,Paper 2: Biology,AM,1h 15m,H,2
13/06/2025,Jun-25,Pearson,GCSE,1SC0 2CF,Science,Combined Science,Combined Science,Paper 5: Chemistry 2,AM,1h 10m,F,2
13/06/2025,Jun-25,Pearson,GCSE,1SC0 2CH,Science,Combined Science,Combined Science,Paper 5: Chemistry 2,AM,1h 10m,H,2
13/06/2025,Jun-25,OCR,GCSE,J250/04,Science,Combined Science,Combined Science A (Gateway Science),Paper 4,AM,1h 10m,F,2
13/06/2025,Jun-25,OCR,GCSE,J250/10,Science,Combined Science,Combined Science A (Gateway Science),Paper 10,AM,1h 10m,H,2
13/06/2025,Jun-25,AQA,GCSE,8465/4F,Science,Combined Science,Combined Science: Synergy,Physical sciences,AM,1h 45m,F,2
13/06/2025,Jun-25,AQA,GCSE,8465/4H,Science,Combined Science,Combined Science: Synergy,Physical sciences,AM,1h 45m,H,2
13/06/2025,Jun-25,AQA,GCSE,8464/C/2F,Science,Combined Science,Combined Science: Trilogy,Paper 2: Chemistry,AM,1h 15m,F,2
13/06/2025,Jun-25,AQA,GCSE,8464/C/2H,Science,Combined Science,Combined Science: Trilogy,Paper 2: Chemistry,AM,1h 15m,H,2
16/06/2025,Jun-25,Pearson,GCSE,1SC0 2PF,Science,Combined Science,Combined Science,Paper 6: Physics 2,AM,1h 10m,F,2
16/06/2025,Jun-25,Pearson,GCSE,1SC0 2PH,Science,Combined Science,Combined Science,Paper 6: Physics 2,AM,1h 10m,H,2
16/06/2025,Jun-25,OCR,GCSE,J250/06,Science,Combined Science,Combined Science A (Gateway Science),Paper 6,AM,1h 10m,F,2
16/06/2025,Jun-25,OCR,GCSE,J250/12,Science,Combined Science,Combined Science A (Gateway Science),Paper 12,AM,1h 10m,H,2
16/06/2025,Jun-25,AQA,GCSE,8464/P/2F,Science,Combined Science,Combined Science: Trilogy,Paper 2: Physics,AM,1h 15m,F,2
16/06/2025,Jun-25,AQA,GCSE,8464/P/2H,Science,Combined Science,Combined Science: Trilogy,Paper 2: Physics,AM,1h 15m,H,2
22/05/2025,Jun-25,Pearson,GCSE,1PH0 1F,Science,Physics,Physics,Paper 1,AM,1h 45m,F,2
22/05/2025,Jun-25,Pearson,GCSE,1PH0 1H,Science,Physics,Physics,Paper 1,AM,1h 45m,H,2
22/05/2025,Jun-25,AQA,GCSE,8463/1F,Science,Physics,Physics,Paper 1,AM,1h 45m,F,2
22/05/2025,Jun-25,AQA,GCSE,8463/1H,Science,Physics,Physics,Paper 1,AM,1h 45m,H,2
22/05/2025,Jun-25,OCR,GCSE,J249/01,Science,Physics,Physics A (Gateway Science),Paper 1,AM,1h 45m,F,2
22/05/2025,Jun-25,OCR,GCSE,J249/03,Science,Physics,Physics A (Gateway Science),Paper 3,AM,1h 45m,H,2
22/05/2025,Jun-25,OCR,GCSE,J259/01,Science,Physics,Physics B (Twenty First Century Science),Breadth in Physics,AM,1h 45m,F,2
22/05/2025,Jun-25,OCR,GCSE,J259/03,Science,Physics,Physics B (Twenty First Century Science),Breadth in Physics,AM,1h 45m,H,2
16/06/2025,Jun-25,Pearson,GCSE,1PH0 2F,Science,Physics,Physics,Paper 2,AM,1h 45m,F,2
16/06/2025,Jun-25,Pearson,GCSE,1PH0 2H,Science,Physics,Physics,Paper 2,AM,1h 45m,H,2
16/06/2025,Jun-25,AQA,GCSE,8463/2F,Science,Physics,Physics,Paper 2,AM,1h 45m,F,2
16/06/2025,Jun-25,AQA,GCSE,8463/2H,Science,Physics,Physics,Paper 2,AM,1h 45m,H,2
16/06/2025,Jun-25,OCR,GCSE,J249/02,Science,Physics,Physics A (Gateway Science),Paper 2,AM,1h 45m,F,2
16/06/2025,Jun-25,OCR,GCSE,J249/04,Science,Physics,Physics A (Gateway Science),Paper 4,AM,1h 45m,H,2
16/06/2025,Jun-25,OCR,GCSE,J259/02,Science,Physics,Physics B (Twenty First Century Science),Depth in Physics,AM,1h 45m,F,2
16/06/2025,Jun-25,OCR,GCSE,J259/04,Science,Physics,Physics B (Twenty First Century Science),Depth in Physics,AM,1h 45m,H,2
